Date,Price,Open,High,Low,Vol.,Change %
12-Jan-21,1862.4,1862.2,1866,1858.2,0.25K,-0.0039
11-Jan-21,1869.6,1848.1,1867.8,1848.1,0.83K,0.0083
8-Jan-21,1854.2,1935.8,1935.8,1850,1.11K,-0.0407
7-Jan-21,1932.8,1944.2,1946.7,1932.5,1.32K,0.0019
6-Jan-21,1929.1,1975.9,1979.9,1926.5,1.13K,-0.0232
5-Jan-21,1974.9,1965.3,1975.5,1965.3,1.41K,0.0042
4-Jan-21,1966.7,1934.7,1967.8,1934.7,0.34K,0.0342
1-Jan-21,1901.6,1901.6,1901.6,1901.6,-,-0.0065
31-Dec-20,1914,1910,1915.2,1902.9,0.25K,0.0012
30-Dec-20,1911.8,1913.9,1913.9,1913.9,0.12K,0.0058
29-Dec-20,1900.8,1893.2,1900.3,1890.5,0.30K,0.0015
28-Dec-20,1898,1900.8,1912,1885.8,0.15K,-0.0011
24-Dec-20,1900,1888.9,1897,1886.9,0.08K,0.0031
23-Dec-20,1894.2,1881.5,1892.3,1872.6,0.14K,0.0041
22-Dec-20,1886.5,1891.1,1892,1875.6,0.07K,-0.0062
21-Dec-20,1898.3,1906.7,1906.7,1906.7,0.08K,-0.0029
18-Dec-20,1903.9,1893.6,1903.7,1892.1,0.06K,-0.0005
17-Dec-20,1904.9,1907.8,1907.9,1904.6,0.18K,0.0167
16-Dec-20,1873.7,1871.2,1876,1864.9,0.00K,0.0015
15-Dec-20,1870.9,1850.2,1865.7,1850.2,0.50K,0.0124
14-Dec-20,1847.9,1848.3,1849.1,1830,0.04K,-0.0058
11-Dec-20,1858.7,1848.9,1859.5,1836.6,0.05K,0.0033
10-Dec-20,1852.5,1866.3,1866.3,1866.3,0.01K,-0.0003
9-Dec-20,1853.1,1883.1,1883.1,1844,0.11K,-0.0194
8-Dec-20,1889.8,1877,1886.6,1874.5,0.20K,0.0045
7-Dec-20,1881.3,1856.9,1873.2,1850,0.18K,0.0139
4-Dec-20,1855.6,1850,1860.4,1842.8,0.07K,0.0003
3-Dec-20,1855.1,1859.6,1862.3,1858.8,0.01K,0.0057
2-Dec-20,1844.6,1844.3,1844.3,1836.9,0.06K,0.0055
1-Dec-20,1834.6,1826.8,1826.8,1826.8,0.06K,0.0208
30-Nov-20,1797.2,1795.1,1795.1,1788,0.04K,-0.0042
27-Nov-20,1804.8,1836.7,1836.8,1836.7,0.03K,-0.0012
26-Nov-20,1807,1806.25,1816.8,1804.2,-,-0.0112
25-Nov-20,1827.5,1835.9,1835.9,1825,0.11K,-0.0008
24-Nov-20,1829,1826.6,1828,1826.6,0.01K,-0.0181
23-Nov-20,1862.7,1885.2,1889.6,1846.5,0.00K,-0.0177
20-Nov-20,1896.3,1889.7,1893.8,1889.7,0.00K,0.0058
19-Nov-20,1885.3,1873.3,1877.5,1870,0.17K,-0.0062
18-Nov-20,1897.1,1894.5,1894.5,1894.5,0.06K,-0.0072
17-Nov-20,1910.9,1906.2,1906.2,1903.5,0.11K,-0.002
16-Nov-20,1914.8,1903.1,1904.7,1903,0.08K,-0.0006
13-Nov-20,1915.9,1894.9,1913.9,1894.9,0.13K,0.0069
12-Nov-20,1902.8,1897.5,1897.5,1897.5,0.00K,0.0067
11-Nov-20,1890.2,1886.5,1886.5,1886.5,0.01K,-0.0085
10-Nov-20,1906.5,1900.1,1900.1,1900.1,0.00K,0.0119
9-Nov-20,1884,1896.8,1896.8,1896.8,0.02K,-0.0495
6-Nov-20,1982.2,1975.1,1975.1,1975.1,0.00K,0.0029
5-Nov-20,1976.4,1948.4,1968.3,1948.4,0.00K,0.0266
4-Nov-20,1925.1,1936.7,1936.7,1936.7,0.00K,-0.007
3-Nov-20,1938.6,1912.6,1928,1912.6,0.22K,0.0091
2-Nov-20,1921.1,1920.9,1920.9,1920.9,0.00K,0.0067
30-Oct-20,1908.3,1900.5,1900.5,1900.5,0.00K,0.006
29-Oct-20,1896.9,1907.6,1907.6,1907.6,0.01K,-0.0063
28-Oct-20,1908.9,1909.7,1909.7,1909.7,0.00K,-0.017
27-Oct-20,1942,1921.4,1933.5,1921.4,0.06K,0.0031
26-Oct-20,1936,1919,1926.1,1919,0.06K,0.0005
23-Oct-20,1935.1,1926.3,1926.4,1924.6,0.04K,0.0005
22-Oct-20,1934.1,1940.5,1940.5,1907.6,0.18K,-0.0125
21-Oct-20,1958.5,1925.1,1948.6,1925.1,0.16K,0.0072
20-Oct-20,1944.5,1922.9,1936.6,1921.9,0.11K,0.0017
19-Oct-20,1941.2,1941.9,1941.9,1941.9,0.12K,0.0025
16-Oct-20,1936.4,1934.4,1934.4,1927.5,0.06K,-0.0012
15-Oct-20,1938.8,1923.2,1923.2,1919.2,0.00K,0.0004
14-Oct-20,1938,1929.4,1929.4,1926.7,0.25K,0.007
13-Oct-20,1924.5,1939.9,1939.9,1939.9,0.01K,-0.0175
12-Oct-20,1958.7,1953.5,1957.7,1948.7,0.01K,0.0014
9-Oct-20,1956,1930.5,1956.2,1929.5,0.01K,0.0158
8-Oct-20,1925.5,1902.8,1916.2,1899,0.00K,0.0031
7-Oct-20,1919.5,1918.1,1918.1,1918.1,0.01K,-0.0087
6-Oct-20,1936.3,1937.2,1942.2,1900.5,0.10K,-0.0055
5-Oct-20,1947,1937,1937,1937,0.11K,0.0065
2-Oct-20,1934.4,1929.6,1933.7,1921.3,0.12K,-0.0045
1-Oct-20,1943.2,1927.6,1935.5,1921.2,0.18K,0.0107
30-Sep-20,1922.7,1925.1,1925.1,1925.1,0.00K,-0.0039
29-Sep-20,1930.2,1907.4,1921.2,1907.4,0.05K,0.011
28-Sep-20,1909.2,1883.7,1905.5,1872,0.35K,0.0086
25-Sep-20,1892.9,1885.1,1885.1,1880,0.06K,-0.0054
24-Sep-20,1903.1,1879.9,1892.6,1874.7,0.26K,0.0041
23-Sep-20,1895.3,1919.4,1919.4,1919.4,0.01K,-0.0211
22-Sep-20,1936.1,1937.9,1940.5,1925.5,0.09K,-0.0013
21-Sep-20,1938.6,1945.5,1945.5,1945.5,0.00K,-0.0261
18-Sep-20,1990.5,1974.2,1982,1973.6,0.08K,0.0062
17-Sep-20,1978.2,1970.8,1974.4,1965.3,0.13K,-0.0109
16-Sep-20,1999.9,1989.1,1997.9,1985,0.11K,0.0022
15-Sep-20,1995.6,1986.1,1997.5,1981,0.04K,0.0013
14-Sep-20,1993.1,1974.1,1987.8,1972.8,0.12K,0.0084
11-Sep-20,1976.5,1980,1980,1980,0.00K,-0.0078
10-Sep-20,1992.1,1971.1,1991.4,1969.4,0.21K,0.0054
9-Sep-20,1981.4,1952.9,1973.6,1946.4,0.01K,0.0056
8-Sep-20,1970.3,1957.5,1965.9,1938.8,0.88K,0.0171
7-Sep-20,1937.1,1940.7,1947.4,1930.45,-,-0.0018
6-Sep-20,1940.65,1941.9,1944.3,1937.65,-,-0.0107
4-Sep-20,1961.6,1956.6,1959.5,1951.9,0.17K,-0.0019
3-Sep-20,1965.4,1962,1969,1962,0.00K,-0.0045
2-Sep-20,1974.3,1988.3,1990.9,1959.9,0.00K,-0.0174
1-Sep-20,2009.3,2018.6,2018.6,1995,0.24K,-0.0001
31-Aug-20,2009.5,1991.1,2002.3,1991.1,0.00K,0.0041
28-Aug-20,2001.3,1990,1990,1990,0.00K,0.0192
27-Aug-20,1963.6,1961,1961,1961,0.00K,-0.0109
26-Aug-20,1985.3,1992,1992,1992,0.00K,0.0149
25-Aug-20,1956.1,1958.3,1958.4,1958.3,0.00K,-0.0087
24-Aug-20,1973.3,1962.5,1979.4,1955.9,0.11K,-0.0037
21-Aug-20,1980.6,1982.3,1982.3,1959.9,0.12K,0.0002
20-Aug-20,1980.2,1968.2,1971.2,1968.2,0.00K,-0.0117
19-Aug-20,2003.6,2005.5,2005.5,2000.6,0.00K,-0.0215
18-Aug-20,2047.7,2024.4,2041.1,2023.2,0.08K,0.0074
17-Aug-20,2032.6,1981.7,2012.3,1971.6,0.11K,0.0225
14-Aug-20,1987.8,2000,2000,1992,0.01K,-0.0109
13-Aug-20,2009.7,1996.1,2001.5,1979.6,0.01K,0.011
12-Aug-20,1987.9,1964,1964,1964,0.00K,0.0002
11-Aug-20,1987.5,2063.7,2063.7,1994.3,0.01K,-0.0464
10-Aug-20,2084.2,2068.7,2080,2065,0.09K,0.0054
7-Aug-20,2073,2121.7,2121.7,2121.7,0.00K,-0.02
6-Aug-20,2115.2,2086.7,2115,2085.9,0.00K,0.0105
5-Aug-20,2093.3,2098.5,2098.5,2090.5,0.00K,0.0147
4-Aug-20,2062.9,2024.6,2068.4,2018.7,0.39K,0.0173
